19:02:52.543 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-openid-connect-userinfo-1.4.0/gravitee-policy-openid-connect-userinfo-1.4.0.jar
19:02:52.545 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-generate-jwt-1.5.0.zip
19:02:52.554 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-generate-jwt-1.5.0/gravitee-policy-generate-jwt-1.5.0.jar
19:02:52.556 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-jwt-1.17.0.zip
19:02:52.643 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-jwt-1.17.0/gravitee-policy-jwt-1.17.0.jar
19:02:52.644 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-xml-threat-protection-1.2.0.zip
19:02:52.757 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-xml-threat-protection-1.2.0/gravitee-policy-xml-threat-protection-1.2.0.jar
19:02:52.758 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-repository-gateway-bridge-http-client-3.6.0.zip
19:02:52.813 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-repository-gateway-bridge-http-client-3.6.0/gravitee-repository-gateway-bridge-http-client-3.6.0.jar
19:02:52.815 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-json-validation-1.6.0.zip
19:02:53.044 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - A plugin manifest has been loaded from: /opt/graviteeio-gateway/plugins/.work/gravitee-policy-json-validation-1.6.0/gravitee-policy-json-validation-1.6.0.jar
19:02:53.054 [graviteeio-node] [] INFO  i.g.p.c.internal.PluginRegistryImpl - Loading plugin from /opt/graviteeio-gateway/plugins/gravitee-policy-url-rewriting-1.4.0.zip
